,"Ip","Protocol","Src Port","Dst Port","Seq","Ack","Len"
"1264","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1119408,0
"1265","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1119408,1027,1399
"1266","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1120807,1027,2156
"1267","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1122963,0
"1268","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1122963,1027,1399
"1269","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1124362,0
"1270","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1124362,1027,2835
"1271","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1127197,0
"1272","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1127197,1027,1362
"1273","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1128559,0
"1274","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1128559,1027,2835
"1275","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1131394,0
"1276","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1131394,1027,4027
"1277","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1135421,0
"1278","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1135421,1027,1399
"1279","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1136820,0
"1280","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1136820,1027,1399
"1281","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1138219,1027,2156
"1282","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1140375,0
"1283","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1140375,1027,1399
"1284","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1141774,0
"1285","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1141774,1027,1436
"1286","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1143210,0
"1287","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1143210,1027,1362
"1288","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1144572,0
"1289","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1144572,1027,1399
"1290","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1145971,0
"1291","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1145971,1027,1399
"1292","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1147370,1027,2156
"1293","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1149526,0
"1294","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1149526,1027,1399
"1295","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1150925,0
"1296","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1150925,1027,2798
"1297","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1153723,0
"1298","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1153723,1027,1399
"1299","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1155122,0
"1300","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1155122,1027,1399
"1301","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1156521,1027,2156
"1302","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1158677,0
"1303","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1158677,1027,2798
"1304","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1161475,0
"1305","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1165709,1027,488
"1306","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1161475,1027,4234
"1307","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1166197,0
"1308","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1166197,1027,1399
"1309","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1167596,0
"1310","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1167596,1027,1399
"1311","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1168995,1027,1399
"1312","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1170394,0
"1313","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1170394,1027,2156
"1314","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1172550,0
"1315","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1172550,1027,1399
"1316","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1173949,0
"1317","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1173949,1027,1436
"1318","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1175385,0
"1319","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1175385,1027,1362
"1320","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1176747,0
"1321","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1176747,1027,2798
"1322","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1179545,0
"1323","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1179545,1027,2798
"1324","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1182343,0
"1325","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1182343,1027,3555
"1326","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1185898,0
"1327","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1185898,1027,2798
"1328","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1188696,0
"1329","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1188696,1027,4308
"1330","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1193004,0
"1331","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1193004,1027,2872
"1332","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1195876,0
"1333","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1195876,1027,1834
"1334","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1197710,0
"1335","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1197710,1027,1399
"1336","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1199109,0
"1337","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1199109,1027,1399
"1338","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1200508,1027,1399
"1339","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1201907,0
"1340","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1201907,1027,1399
"1341","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1203306,1027,1399
"1342","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1204705,0
"1343","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1204705,1027,2156
"1344","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1206861,0
"1345","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1206861,1027,1399
"1346","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1208260,0
"1347","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1208260,1027,1436
"1348","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1209696,0
"1349","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1209696,1027,1362
"1350","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1211058,0
"1351","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1211058,1027,1399
"1352","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1212457,0
"1353","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1212457,1027,1399
"1354","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1213856,1027,2798
"1355","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1216654,0
"1356","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1216654,1027,2798
"1357","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1219452,0
"1358","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1219452,1027,1399
"1359","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1220851,0
"1360","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1220851,1027,1399
"1361","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1222250,1027,2798
"1362","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1225048,0
"1363","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1225048,1027,2913
"1364","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1227961,0
"1365","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1227961,1027,2798
"1366","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1230759,1027,1914
"1367","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1230759,0
"1368","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1232673,0
"1369","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1232673,1027,1399
"1370","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1234072,0
"1371","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1234072,1027,1399
"1372","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1235471,1027,1399
"1373","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1236870,0
"1374","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1236870,1027,1399
"1375","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1238269,1027,1399
"1376","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1239668,0
"1377","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1239668,1027,1399
"1378","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1241067,1027,1399
"1379","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1242466,0
"1380","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1242466,1027,2798
"1381","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1245264,0
"1382","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1245264,1027,2835
"1383","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1248099,0
"1384","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1248099,1027,2876
"1385","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1250975,0
"1386","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1250975,1027,1399
"1387","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1252374,0
"1388","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1252374,1027,1399
"1389","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1253773,1027,1399
"1390","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1255172,0
"1391","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1255172,1027,1436
"1392","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1256608,1027,1362
"1393","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1257970,0
"1394","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1257970,1027,2872
"1395","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1260842,0
"1396","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1260842,1027,1325
"1397","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1262167,1027,2835
"1398","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1265002,0
"1399","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1265002,1027,2119
"1400","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1267121,0
"1401","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1267121,1027,2156
"1402","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1269277,0
"1403","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1269277,1027,2798
"1404","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1272075,0
"1405","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1272075,1027,1399
"1406","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1273474,0
"1407","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1273474,1027,1399
"1408","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1274873,1027,1399
"1409","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1276272,0
"1410","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1276272,1027,1399
"1411","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1277671,1027,1399
"1412","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1279070,0
"1413","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1279070,1027,2798
"1414","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1281868,0
"1415","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1281868,1027,1399
"1416","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1283267,0
"1417","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1283267,1027,1399
"1418","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1284666,1027,1399
"1419","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,1286065,0
"1420","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,1286065,1027,1399
